float,datetime
600.0,2046-07-30
400.0,2046-08-02
600.0,2046-08-06
400.0,2046-08-09
600.0,2046-08-13
400.0,2046-08-16
600.0,2046-08-20
400.0,2046-08-23
600.0,2046-08-27
400.0,2046-08-30
600.0,2046-09-03
400.0,2046-09-06
600.0,2046-09-10
400.0,2046-09-13
600.0,2046-09-17
400.0,2046-09-20
600.0,2046-09-24
400.0,2046-09-27
600.0,2046-10-01
400.0,2046-10-04
600.0,2046-10-08
400.0,2046-10-11
600.0,2046-10-15
400.0,2046-10-18
600.0,2046-10-22
400.0,2046-10-25
600.0,2046-10-29
400.0,2046-11-01
600.0,2046-11-05
400.0,2046-11-08
600.0,2046-11-12
400.0,2046-11-15
600.0,2046-11-19
400.0,2046-11-22
600.0,2046-11-26
400.0,2046-11-29
600.0,2046-12-03
400.0,2046-12-06
600.0,2046-12-10
400.0,2046-12-13
600.0,2046-12-17
400.0,2046-12-20
600.0,2046-12-24
400.0,2046-12-27
600.0,2046-12-31
400.0,2047-01-03
600.0,2047-01-07
400.0,2047-01-10
600.0,2047-01-14
400.0,2047-01-17
600.0,2047-01-21
400.0,2047-01-24
600.0,2047-01-28
400.0,2047-01-31
600.0,2047-02-04
400.0,2047-02-07
600.0,2047-02-11
400.0,2047-02-14
600.0,2047-02-18
400.0,2047-02-21
600.0,2047-02-25
400.0,2047-02-28
600.0,2047-03-04
400.0,2047-03-07
600.0,2047-03-11
400.0,2047-03-14
600.0,2047-03-18
400.0,2047-03-21
600.0,2047-03-25
400.0,2047-03-28
600.0,2047-04-01
400.0,2047-04-04
600.0,2047-04-08
400.0,2047-04-11
600.0,2047-04-15
400.0,2047-04-18
600.0,2047-04-22
400.0,2047-04-25
600.0,2047-04-29
400.0,2047-05-02
600.0,2047-05-06
400.0,2047-05-09
600.0,2047-05-13
400.0,2047-05-16
600.0,2047-05-20
400.0,2047-05-23
600.0,2047-05-27
400.0,2047-05-30
600.0,2047-06-03
400.0,2047-06-06
600.0,2047-06-10
400.0,2047-06-13
600.0,2047-06-17
400.0,2047-06-20
600.0,2047-06-24
400.0,2047-06-27
600.0,2047-07-01
400.0,2047-07-04
600.0,2047-07-08
400.0,2047-07-11
600.0,2047-07-15
400.0,2047-07-18
600.0,2047-07-22
400.0,2047-07-25
600.0,2047-07-29
400.0,2047-08-01
600.0,2047-08-05
400.0,2047-08-08
600.0,2047-08-12
400.0,2047-08-15
600.0,2047-08-19
400.0,2047-08-22
600.0,2047-08-26
400.0,2047-08-29
600.0,2047-09-02
400.0,2047-09-05
600.0,2047-09-09
400.0,2047-09-12
600.0,2047-09-16
400.0,2047-09-19
600.0,2047-09-23
400.0,2047-09-26
600.0,2047-09-30
400.0,2047-10-03
600.0,2047-10-07
400.0,2047-10-10
600.0,2047-10-14
400.0,2047-10-17
600.0,2047-10-21
400.0,2047-10-24
600.0,2047-10-28
400.0,2047-10-31
600.0,2047-11-04
400.0,2047-11-07
600.0,2047-11-11
400.0,2047-11-14
600.0,2047-11-18
400.0,2047-11-21
600.0,2047-11-25
400.0,2047-11-28
600.0,2047-12-02
400.0,2047-12-05
600.0,2047-12-09
400.0,2047-12-12
600.0,2047-12-16
400.0,2047-12-19
600.0,2047-12-23
400.0,2047-12-26
600.0,2047-12-30
400.0,2048-01-02
600.0,2048-01-06
400.0,2048-01-09
600.0,2048-01-13
400.0,2048-01-16
600.0,2048-01-20
400.0,2048-01-23
600.0,2048-01-27
400.0,2048-01-30
600.0,2048-02-03
400.0,2048-02-06
600.0,2048-02-10
400.0,2048-02-13
600.0,2048-02-17
400.0,2048-02-20
600.0,2048-02-24
400.0,2048-02-27
600.0,2048-03-02
400.0,2048-03-05
600.0,2048-03-09
400.0,2048-03-12
600.0,2048-03-16
400.0,2048-03-19
600.0,2048-03-23
400.0,2048-03-26
600.0,2048-03-30
400.0,2048-04-02
600.0,2048-04-06
400.0,2048-04-09
600.0,2048-04-13
400.0,2048-04-16
600.0,2048-04-20
400.0,2048-04-23
600.0,2048-04-27
400.0,2048-04-30
600.0,2048-05-04
400.0,2048-05-07
600.0,2048-05-11
400.0,2048-05-14
600.0,2048-05-18
400.0,2048-05-21
600.0,2048-05-25
400.0,2048-05-28
600.0,2048-06-01
400.0,2048-06-04
600.0,2048-06-08
400.0,2048-06-11
600.0,2048-06-15
400.0,2048-06-18
600.0,2048-06-22
400.0,2048-06-25
600.0,2048-06-29
400.0,2048-07-02
600.0,2048-07-06
400.0,2048-07-09
600.0,2048-07-13
400.0,2048-07-16
600.0,2048-07-20
400.0,2048-07-23
600.0,2048-07-27
400.0,2048-07-30
600.0,2048-08-03
400.0,2048-08-06
600.0,2048-08-10
400.0,2048-08-13
600.0,2048-08-17
400.0,2048-08-20
600.0,2048-08-24
400.0,2048-08-27
600.0,2048-08-31
400.0,2048-09-03
600.0,2048-09-07
400.0,2048-09-10
600.0,2048-09-14
400.0,2048-09-17
600.0,2048-09-21
400.0,2048-09-24
600.0,2048-09-28
400.0,2048-10-01
600.0,2048-10-05
400.0,2048-10-08
600.0,2048-10-12
400.0,2048-10-15
600.0,2048-10-19
400.0,2048-10-22
600.0,2048-10-26
400.0,2048-10-29
600.0,2048-11-02
400.0,2048-11-05
600.0,2048-11-09
400.0,2048-11-12
600.0,2048-11-16
400.0,2048-11-19
600.0,2048-11-23
400.0,2048-11-26
600.0,2048-11-30
400.0,2048-12-03
600.0,2048-12-07
400.0,2048-12-10
600.0,2048-12-14
400.0,2048-12-17
600.0,2048-12-21
400.0,2048-12-24
600.0,2048-12-28
400.0,2048-12-31
600.0,2049-01-04
400.0,2049-01-07
600.0,2049-01-11
400.0,2049-01-14
600.0,2049-01-18
400.0,2049-01-21
600.0,2049-01-25
400.0,2049-01-28
600.0,2049-02-01
400.0,2049-02-04
600.0,2049-02-08
400.0,2049-02-11
600.0,2049-02-15
400.0,2049-02-18
600.0,2049-02-22
400.0,2049-02-25
600.0,2049-03-01
400.0,2049-03-04
600.0,2049-03-08
400.0,2049-03-11
600.0,2049-03-15
400.0,2049-03-18
600.0,2049-03-22
400.0,2049-03-25
600.0,2049-03-29
400.0,2049-04-01
600.0,2049-04-05
400.0,2049-04-08
600.0,2049-04-12
400.0,2049-04-15
600.0,2049-04-19
400.0,2049-04-22
600.0,2049-04-26
400.0,2049-04-29
600.0,2049-05-03
400.0,2049-05-06
600.0,2049-05-10
400.0,2049-05-13
600.0,2049-05-17
400.0,2049-05-20
600.0,2049-05-24
400.0,2049-05-27
600.0,2049-05-31
400.0,2049-06-03
600.0,2049-06-07
400.0,2049-06-10
600.0,2049-06-14
400.0,2049-06-17
600.0,2049-06-21
400.0,2049-06-24
600.0,2049-06-28
400.0,2049-07-01
600.0,2049-07-05
400.0,2049-07-08
600.0,2049-07-12
400.0,2049-07-15
600.0,2049-07-19
400.0,2049-07-22
600.0,2049-07-26
400.0,2049-07-29
600.0,2049-08-02
400.0,2049-08-05
600.0,2049-08-09
400.0,2049-08-12
600.0,2049-08-16
400.0,2049-08-19
600.0,2049-08-23
400.0,2049-08-26
600.0,2049-08-30
400.0,2049-09-02
600.0,2049-09-06
400.0,2049-09-09
600.0,2049-09-13
400.0,2049-09-16
600.0,2049-09-20
400.0,2049-09-23
600.0,2049-09-27
400.0,2049-09-30
600.0,2049-10-04
400.0,2049-10-07
600.0,2049-10-11
400.0,2049-10-14
600.0,2049-10-18
400.0,2049-10-21
600.0,2049-10-25
400.0,2049-10-28
600.0,2049-11-01
400.0,2049-11-04
600.0,2049-11-08
400.0,2049-11-11
600.0,2049-11-15
400.0,2049-11-18
600.0,2049-11-22
400.0,2049-11-25
600.0,2049-11-29
400.0,2049-12-02
600.0,2049-12-06
400.0,2049-12-09
600.0,2049-12-13
400.0,2049-12-16
600.0,2049-12-20
400.0,2049-12-23
600.0,2049-12-27
400.0,2049-12-30
600.0,2050-01-03
400.0,2050-01-06
600.0,2050-01-10
400.0,2050-01-13
600.0,2050-01-17
400.0,2050-01-20
600.0,2050-01-24
400.0,2050-01-27
600.0,2050-01-31
400.0,2050-02-03
600.0,2050-02-07
400.0,2050-02-10
600.0,2050-02-14
400.0,2050-02-17
600.0,2050-02-21
400.0,2050-02-24
600.0,2050-02-28
400.0,2050-03-03
600.0,2050-03-07
400.0,2050-03-10
600.0,2050-03-14
400.0,2050-03-17
600.0,2050-03-21
400.0,2050-03-24
600.0,2050-03-28
400.0,2050-03-31
600.0,2050-04-04
400.0,2050-04-07
600.0,2050-04-11
400.0,2050-04-14
600.0,2050-04-18
400.0,2050-04-21
600.0,2050-04-25
400.0,2050-04-28
600.0,2050-05-02
400.0,2050-05-05
600.0,2050-05-09
400.0,2050-05-12
600.0,2050-05-16
400.0,2050-05-19
600.0,2050-05-23
400.0,2050-05-26
600.0,2050-05-30
400.0,2050-06-02
600.0,2050-06-06
400.0,2050-06-09
600.0,2050-06-13
400.0,2050-06-16
600.0,2050-06-20
400.0,2050-06-23
600.0,2050-06-27
400.0,2050-06-30
600.0,2050-07-04
400.0,2050-07-07
600.0,2050-07-11
400.0,2050-07-14
600.0,2050-07-18
400.0,2050-07-21
600.0,2050-07-25
400.0,2050-07-28
600.0,2050-08-01
400.0,2050-08-04
600.0,2050-08-08
400.0,2050-08-11
600.0,2050-08-15
400.0,2050-08-18
600.0,2050-08-22
400.0,2050-08-25
600.0,2050-08-29
400.0,2050-09-01
600.0,2050-09-05
400.0,2050-09-08
600.0,2050-09-12
400.0,2050-09-15
600.0,2050-09-19
400.0,2050-09-22
600.0,2050-09-26
400.0,2050-09-29
600.0,2050-10-03
400.0,2050-10-06
600.0,2050-10-10
400.0,2050-10-13
600.0,2050-10-17
400.0,2050-10-20
600.0,2050-10-24
400.0,2050-10-27
600.0,2050-10-31
400.0,2050-11-03
600.0,2050-11-07
400.0,2050-11-10
600.0,2050-11-14
400.0,2050-11-17
600.0,2050-11-21
400.0,2050-11-24
600.0,2050-11-28
400.0,2050-12-01
600.0,2050-12-05
400.0,2050-12-08
600.0,2050-12-12
400.0,2050-12-15
600.0,2050-12-19
400.0,2050-12-22
600.0,2050-12-26
400.0,2050-12-29
600.0,2051-01-02
400.0,2051-01-05
600.0,2051-01-09
400.0,2051-01-12
600.0,2051-01-16
400.0,2051-01-19
600.0,2051-01-23
400.0,2051-01-26
600.0,2051-01-30
400.0,2051-02-02
600.0,2051-02-06
400.0,2051-02-09
600.0,2051-02-13
400.0,2051-02-16
600.0,2051-02-20
400.0,2051-02-23
600.0,2051-02-27
400.0,2051-03-02
600.0,2051-03-06
400.0,2051-03-09
600.0,2051-03-13
400.0,2051-03-16
600.0,2051-03-20
400.0,2051-03-23
600.0,2051-03-27
400.0,2051-03-30
600.0,2051-04-03
400.0,2051-04-06
600.0,2051-04-10
400.0,2051-04-13
600.0,2051-04-17
400.0,2051-04-20
600.0,2051-04-24
400.0,2051-04-27
600.0,2051-05-01
400.0,2051-05-04
600.0,2051-05-08
400.0,2051-05-11
600.0,2051-05-15
400.0,2051-05-18
600.0,2051-05-22
400.0,2051-05-25
600.0,2051-05-29
400.0,2051-06-01
600.0,2051-06-05
400.0,2051-06-08
600.0,2051-06-12
400.0,2051-06-15
600.0,2051-06-19
400.0,2051-06-22
600.0,2051-06-26
400.0,2051-06-29
600.0,2051-07-03
400.0,2051-07-06
600.0,2051-07-10
400.0,2051-07-13
600.0,2051-07-17
400.0,2051-07-20
600.0,2051-07-24
400.0,2051-07-27
600.0,2051-07-31
400.0,2051-08-03
600.0,2051-08-07
400.0,2051-08-10
600.0,2051-08-14
400.0,2051-08-17
600.0,2051-08-21
400.0,2051-08-24
600.0,2051-08-28
400.0,2051-08-31
600.0,2051-09-04
400.0,2051-09-07
600.0,2051-09-11
400.0,2051-09-14
600.0,2051-09-18
400.0,2051-09-21
600.0,2051-09-25
400.0,2051-09-28
600.0,2051-10-02
400.0,2051-10-05
600.0,2051-10-09
400.0,2051-10-12
600.0,2051-10-16
400.0,2051-10-19
600.0,2051-10-23
400.0,2051-10-26
600.0,2051-10-30
400.0,2051-11-02
600.0,2051-11-06
400.0,2051-11-09
600.0,2051-11-13
400.0,2051-11-16
600.0,2051-11-20
400.0,2051-11-23
600.0,2051-11-27
400.0,2051-11-30
600.0,2051-12-04
400.0,2051-12-07
600.0,2051-12-11
400.0,2051-12-14
600.0,2051-12-18
400.0,2051-12-21
600.0,2051-12-25
400.0,2051-12-28
600.0,2052-01-01
400.0,2052-01-04
600.0,2052-01-08
400.0,2052-01-11
600.0,2052-01-15
400.0,2052-01-18
600.0,2052-01-22
400.0,2052-01-25
600.0,2052-01-29
400.0,2052-02-01
600.0,2052-02-05
400.0,2052-02-08
600.0,2052-02-12
400.0,2052-02-15
600.0,2052-02-19
400.0,2052-02-22
600.0,2052-02-26
400.0,2052-02-29
600.0,2052-03-04
400.0,2052-03-07
600.0,2052-03-11
400.0,2052-03-14
600.0,2052-03-18
400.0,2052-03-21
600.0,2052-03-25
400.0,2052-03-28
600.0,2052-04-01
400.0,2052-04-04
600.0,2052-04-08
400.0,2052-04-11
600.0,2052-04-15
400.0,2052-04-18
600.0,2052-04-22
400.0,2052-04-25
600.0,2052-04-29
400.0,2052-05-02
600.0,2052-05-06
400.0,2052-05-09
600.0,2052-05-13
400.0,2052-05-16
600.0,2052-05-20
400.0,2052-05-23
600.0,2052-05-27
400.0,2052-05-30
600.0,2052-06-03
400.0,2052-06-06
600.0,2052-06-10
400.0,2052-06-13
600.0,2052-06-17
400.0,2052-06-20
600.0,2052-06-24
400.0,2052-06-27
600.0,2052-07-01
400.0,2052-07-04
600.0,2052-07-08
400.0,2052-07-11
600.0,2052-07-15
400.0,2052-07-18
600.0,2052-07-22
400.0,2052-07-25
600.0,2052-07-29
400.0,2052-08-01
600.0,2052-08-05
400.0,2052-08-08
600.0,2052-08-12
400.0,2052-08-15
600.0,2052-08-19
400.0,2052-08-22
600.0,2052-08-26
400.0,2052-08-29
600.0,2052-09-02
400.0,2052-09-05
600.0,2052-09-09
400.0,2052-09-12
600.0,2052-09-16
400.0,2052-09-19
600.0,2052-09-23
400.0,2052-09-26
600.0,2052-09-30
400.0,2052-10-03
600.0,2052-10-07
400.0,2052-10-10
600.0,2052-10-14
400.0,2052-10-17
600.0,2052-10-21
400.0,2052-10-24
600.0,2052-10-28
400.0,2052-10-31
600.0,2052-11-04
400.0,2052-11-07
600.0,2052-11-11
400.0,2052-11-14
600.0,2052-11-18
400.0,2052-11-21
600.0,2052-11-25
400.0,2052-11-28
600.0,2052-12-02
400.0,2052-12-05
600.0,2052-12-09
400.0,2052-12-12
600.0,2052-12-16
400.0,2052-12-19
600.0,2052-12-23
400.0,2052-12-26
600.0,2052-12-30
400.0,2053-01-02
600.0,2053-01-06
400.0,2053-01-09
600.0,2053-01-13
400.0,2053-01-16
600.0,2053-01-20
400.0,2053-01-23
600.0,2053-01-27
400.0,2053-01-30
600.0,2053-02-03
400.0,2053-02-06
600.0,2053-02-10
400.0,2053-02-13
600.0,2053-02-17
400.0,2053-02-20
600.0,2053-02-24
400.0,2053-02-27
600.0,2053-03-03
400.0,2053-03-06
600.0,2053-03-10
400.0,2053-03-13
600.0,2053-03-17
400.0,2053-03-20
600.0,2053-03-24
400.0,2053-03-27
600.0,2053-03-31
400.0,2053-04-03
600.0,2053-04-07
400.0,2053-04-10
600.0,2053-04-14
400.0,2053-04-17
600.0,2053-04-21
400.0,2053-04-24
600.0,2053-04-28
400.0,2053-05-01
600.0,2053-05-05
400.0,2053-05-08
600.0,2053-05-12
400.0,2053-05-15
600.0,2053-05-19
400.0,2053-05-22
600.0,2053-05-26
400.0,2053-05-29
600.0,2053-06-02
400.0,2053-06-05
600.0,2053-06-09
400.0,2053-06-12
600.0,2053-06-16
400.0,2053-06-19
600.0,2053-06-23
400.0,2053-06-26
600.0,2053-06-30
400.0,2053-07-03
600.0,2053-07-07
400.0,2053-07-10
600.0,2053-07-14
400.0,2053-07-17
600.0,2053-07-21
400.0,2053-07-24
600.0,2053-07-28
400.0,2053-07-31
600.0,2053-08-04
400.0,2053-08-07
600.0,2053-08-11
400.0,2053-08-14
600.0,2053-08-18
400.0,2053-08-21
600.0,2053-08-25
400.0,2053-08-28
600.0,2053-09-01
400.0,2053-09-04
600.0,2053-09-08
400.0,2053-09-11
600.0,2053-09-15
400.0,2053-09-18
600.0,2053-09-22
400.0,2053-09-25
600.0,2053-09-29
400.0,2053-10-02
600.0,2053-10-06
400.0,2053-10-09
600.0,2053-10-13
400.0,2053-10-16
600.0,2053-10-20
400.0,2053-10-23
600.0,2053-10-27
400.0,2053-10-30
600.0,2053-11-03
400.0,2053-11-06
600.0,2053-11-10
400.0,2053-11-13
600.0,2053-11-17
400.0,2053-11-20
600.0,2053-11-24
400.0,2053-11-27
600.0,2053-12-01
400.0,2053-12-04
600.0,2053-12-08
400.0,2053-12-11
600.0,2053-12-15
400.0,2053-12-18
600.0,2053-12-22
400.0,2053-12-25
600.0,2053-12-29
400.0,2054-01-01
600.0,2054-01-05
400.0,2054-01-08
600.0,2054-01-12
400.0,2054-01-15
600.0,2054-01-19
400.0,2054-01-22
600.0,2054-01-26
400.0,2054-01-29
600.0,2054-02-02
400.0,2054-02-05
600.0,2054-02-09
400.0,2054-02-12
600.0,2054-02-16
400.0,2054-02-19
600.0,2054-02-23
400.0,2054-02-26
600.0,2054-03-02
400.0,2054-03-05
600.0,2054-03-09
400.0,2054-03-12
600.0,2054-03-16
400.0,2054-03-19
600.0,2054-03-23
400.0,2054-03-26
600.0,2054-03-30
400.0,2054-04-02
600.0,2054-04-06
400.0,2054-04-09
600.0,2054-04-13
400.0,2054-04-16
600.0,2054-04-20
400.0,2054-04-23
600.0,2054-04-27
400.0,2054-04-30
600.0,2054-05-04
400.0,2054-05-07
600.0,2054-05-11
400.0,2054-05-14
600.0,2054-05-18
400.0,2054-05-21
600.0,2054-05-25
400.0,2054-05-28
600.0,2054-06-01
400.0,2054-06-04
600.0,2054-06-08
400.0,2054-06-11
600.0,2054-06-15
400.0,2054-06-18
600.0,2054-06-22
400.0,2054-06-25
600.0,2054-06-29
400.0,2054-07-02
600.0,2054-07-06
400.0,2054-07-09
600.0,2054-07-13
400.0,2054-07-16
600.0,2054-07-20
400.0,2054-07-23
600.0,2054-07-27
400.0,2054-07-30
600.0,2054-08-03
400.0,2054-08-06
600.0,2054-08-10
400.0,2054-08-13
600.0,2054-08-17
400.0,2054-08-20
600.0,2054-08-24
400.0,2054-08-27
600.0,2054-08-31
400.0,2054-09-03
600.0,2054-09-07
400.0,2054-09-10
600.0,2054-09-14
400.0,2054-09-17
600.0,2054-09-21
400.0,2054-09-24
600.0,2054-09-28
400.0,2054-10-01
600.0,2054-10-05
400.0,2054-10-08
600.0,2054-10-12
400.0,2054-10-15
600.0,2054-10-19
400.0,2054-10-22
600.0,2054-10-26
400.0,2054-10-29
600.0,2054-11-02
400.0,2054-11-05
600.0,2054-11-09
400.0,2054-11-12
600.0,2054-11-16
400.0,2054-11-19
600.0,2054-11-23
400.0,2054-11-26
600.0,2054-11-30
400.0,2054-12-03
600.0,2054-12-07
400.0,2054-12-10
600.0,2054-12-14
400.0,2054-12-17
600.0,2054-12-21
400.0,2054-12-24
600.0,2054-12-28
400.0,2054-12-31
600.0,2055-01-04
400.0,2055-01-07
600.0,2055-01-11
400.0,2055-01-14
600.0,2055-01-18
400.0,2055-01-21
600.0,2055-01-25
400.0,2055-01-28
600.0,2055-02-01
400.0,2055-02-04
600.0,2055-02-08
400.0,2055-02-11
600.0,2055-02-15
400.0,2055-02-18
600.0,2055-02-22
400.0,2055-02-25
600.0,2055-03-01
400.0,2055-03-04
600.0,2055-03-08
400.0,2055-03-11
600.0,2055-03-15
400.0,2055-03-18
600.0,2055-03-22
400.0,2055-03-25
600.0,2055-03-29
400.0,2055-04-01
600.0,2055-04-05
400.0,2055-04-08
600.0,2055-04-12
400.0,2055-04-15
600.0,2055-04-19
400.0,2055-04-22
600.0,2055-04-26
400.0,2055-04-29
600.0,2055-05-03
400.0,2055-05-06
600.0,2055-05-10
400.0,2055-05-13
600.0,2055-05-17
400.0,2055-05-20
600.0,2055-05-24
400.0,2055-05-27
600.0,2055-05-31
400.0,2055-06-03
600.0,2055-06-07
400.0,2055-06-10
600.0,2055-06-14
400.0,2055-06-17
600.0,2055-06-21
400.0,2055-06-24
600.0,2055-06-28
400.0,2055-07-01
600.0,2055-07-05
400.0,2055-07-08
600.0,2055-07-12
400.0,2055-07-15
600.0,2055-07-19
400.0,2055-07-22
600.0,2055-07-26
400.0,2055-07-29
600.0,2055-08-02
400.0,2055-08-05
600.0,2055-08-09
400.0,2055-08-12
600.0,2055-08-16
400.0,2055-08-19
600.0,2055-08-23
400.0,2055-08-26
600.0,2055-08-30
400.0,2055-09-02
600.0,2055-09-06
400.0,2055-09-09
600.0,2055-09-13
400.0,2055-09-16
600.0,2055-09-20
400.0,2055-09-23
600.0,2055-09-27
400.0,2055-09-30
600.0,2055-10-04
400.0,2055-10-07
600.0,2055-10-11
400.0,2055-10-14
600.0,2055-10-18
400.0,2055-10-21
600.0,2055-10-25
400.0,2055-10-28
600.0,2055-11-01
400.0,2055-11-04
600.0,2055-11-08
400.0,2055-11-11
600.0,2055-11-15
400.0,2055-11-18
600.0,2055-11-22
400.0,2055-11-25
600.0,2055-11-29
400.0,2055-12-02
600.0,2055-12-06
400.0,2055-12-09
600.0,2055-12-13
400.0,2055-12-16
600.0,2055-12-20
400.0,2055-12-23
600.0,2055-12-27
400.0,2055-12-30
600.0,2056-01-03
400.0,2056-01-06
600.0,2056-01-10
400.0,2056-01-13
600.0,2056-01-17
400.0,2056-01-20
600.0,2056-01-24
400.0,2056-01-27
600.0,2056-01-31
400.0,2056-02-03
600.0,2056-02-07
400.0,2056-02-10
600.0,2056-02-14
400.0,2056-02-17
600.0,2056-02-21
400.0,2056-02-24
600.0,2056-02-28
400.0,2056-03-02
600.0,2056-03-06
400.0,2056-03-09
600.0,2056-03-13
400.0,2056-03-16
600.0,2056-03-20
400.0,2056-03-23
600.0,2056-03-27
400.0,2056-03-30
600.0,2056-04-03
400.0,2056-04-06
600.0,2056-04-10
400.0,2056-04-13
600.0,2056-04-17
400.0,2056-04-20
600.0,2056-04-24
400.0,2056-04-27
600.0,2056-05-01
400.0,2056-05-04
600.0,2056-05-08
400.0,2056-05-11
600.0,2056-05-15
400.0,2056-05-18
600.0,2056-05-22
400.0,2056-05-25
600.0,2056-05-29
400.0,2056-06-01
600.0,2056-06-05
400.0,2056-06-08
600.0,2056-06-12
400.0,2056-06-15
600.0,2056-06-19
400.0,2056-06-22
600.0,2056-06-26
400.0,2056-06-29
600.0,2056-07-03
400.0,2056-07-06
600.0,2056-07-10
400.0,2056-07-13
600.0,2056-07-17
400.0,2056-07-20
600.0,2056-07-24
400.0,2056-07-27
600.0,2056-07-31
400.0,2056-08-03
600.0,2056-08-07
400.0,2056-08-10
600.0,2056-08-14
400.0,2056-08-17
600.0,2056-08-21
400.0,2056-08-24
600.0,2056-08-28
400.0,2056-08-31
600.0,2056-09-04
400.0,2056-09-07
600.0,2056-09-11
400.0,2056-09-14
600.0,2056-09-18
400.0,2056-09-21
600.0,2056-09-25
400.0,2056-09-28
600.0,2056-10-02
400.0,2056-10-05
600.0,2056-10-09
400.0,2056-10-12
600.0,2056-10-16
400.0,2056-10-19
600.0,2056-10-23
400.0,2056-10-26
600.0,2056-10-30
400.0,2056-11-02
600.0,2056-11-06
400.0,2056-11-09
600.0,2056-11-13
400.0,2056-11-16
600.0,2056-11-20
400.0,2056-11-23
600.0,2056-11-27
400.0,2056-11-30
600.0,2056-12-04
400.0,2056-12-07
600.0,2056-12-11
400.0,2056-12-14
600.0,2056-12-18
400.0,2056-12-21
600.0,2056-12-25
400.0,2056-12-28
600.0,2057-01-01
400.0,2057-01-04
600.0,2057-01-08
400.0,2057-01-11
600.0,2057-01-15
400.0,2057-01-18
600.0,2057-01-22
400.0,2057-01-25
600.0,2057-01-29
400.0,2057-02-01
600.0,2057-02-05
400.0,2057-02-08
600.0,2057-02-12
400.0,2057-02-15
600.0,2057-02-19
400.0,2057-02-22
600.0,2057-02-26
400.0,2057-03-01
600.0,2057-03-05
400.0,2057-03-08
600.0,2057-03-12
400.0,2057-03-15
600.0,2057-03-19
400.0,2057-03-22
600.0,2057-03-26
400.0,2057-03-29
600.0,2057-04-02
400.0,2057-04-05
600.0,2057-04-09
400.0,2057-04-12
600.0,2057-04-16
400.0,2057-04-19
600.0,2057-04-23
400.0,2057-04-26
600.0,2057-04-30
400.0,2057-05-03
600.0,2057-05-07
400.0,2057-05-10
600.0,2057-05-14
400.0,2057-05-17
600.0,2057-05-21
400.0,2057-05-24
600.0,2057-05-28
400.0,2057-05-31
600.0,2057-06-04
400.0,2057-06-07
600.0,2057-06-11
400.0,2057-06-14
600.0,2057-06-18
400.0,2057-06-21
600.0,2057-06-25
400.0,2057-06-28
600.0,2057-07-02
400.0,2057-07-05
600.0,2057-07-09
400.0,2057-07-12
600.0,2057-07-16
400.0,2057-07-19
600.0,2057-07-23
400.0,2057-07-26
600.0,2057-07-30
400.0,2057-08-02
600.0,2057-08-06
400.0,2057-08-09
600.0,2057-08-13
400.0,2057-08-16
600.0,2057-08-20
400.0,2057-08-23
600.0,2057-08-27
400.0,2057-08-30
600.0,2057-09-03
400.0,2057-09-06
600.0,2057-09-10
400.0,2057-09-13
600.0,2057-09-17
400.0,2057-09-20
600.0,2057-09-24
400.0,2057-09-27
600.0,2057-10-01
400.0,2057-10-04
600.0,2057-10-08
400.0,2057-10-11
600.0,2057-10-15
400.0,2057-10-18
600.0,2057-10-22
400.0,2057-10-25
600.0,2057-10-29
400.0,2057-11-01
600.0,2057-11-05
400.0,2057-11-08
600.0,2057-11-12
400.0,2057-11-15
600.0,2057-11-19
400.0,2057-11-22
600.0,2057-11-26
400.0,2057-11-29
600.0,2057-12-03
400.0,2057-12-06
600.0,2057-12-10
400.0,2057-12-13
600.0,2057-12-17
400.0,2057-12-20
600.0,2057-12-24
400.0,2057-12-27
600.0,2057-12-31
400.0,2058-01-03
600.0,2058-01-07
400.0,2058-01-10
600.0,2058-01-14
400.0,2058-01-17
600.0,2058-01-21
400.0,2058-01-24
600.0,2058-01-28
400.0,2058-01-31
600.0,2058-02-04
400.0,2058-02-07
600.0,2058-02-11
400.0,2058-02-14
600.0,2058-02-18
400.0,2058-02-21
600.0,2058-02-25
400.0,2058-02-28
600.0,2058-03-04
400.0,2058-03-07
600.0,2058-03-11
400.0,2058-03-14
600.0,2058-03-18
400.0,2058-03-21
600.0,2058-03-25
400.0,2058-03-28
600.0,2058-04-01
400.0,2058-04-04
600.0,2058-04-08
400.0,2058-04-11
600.0,2058-04-15
400.0,2058-04-18
600.0,2058-04-22
400.0,2058-04-25
600.0,2058-04-29
400.0,2058-05-02
600.0,2058-05-06
400.0,2058-05-09
600.0,2058-05-13
400.0,2058-05-16
600.0,2058-05-20
400.0,2058-05-23
600.0,2058-05-27
400.0,2058-05-30
600.0,2058-06-03
400.0,2058-06-06
600.0,2058-06-10
400.0,2058-06-13
600.0,2058-06-17
400.0,2058-06-20
600.0,2058-06-24
400.0,2058-06-27
600.0,2058-07-01
400.0,2058-07-04
600.0,2058-07-08
400.0,2058-07-11
600.0,2058-07-15
400.0,2058-07-18
600.0,2058-07-22
400.0,2058-07-25
600.0,2058-07-29
400.0,2058-08-01
600.0,2058-08-05
400.0,2058-08-08
600.0,2058-08-12
400.0,2058-08-15
600.0,2058-08-19
400.0,2058-08-22
600.0,2058-08-26
400.0,2058-08-29
600.0,2058-09-02
400.0,2058-09-05
600.0,2058-09-09
400.0,2058-09-12
600.0,2058-09-16
400.0,2058-09-19
600.0,2058-09-23
400.0,2058-09-26
600.0,2058-09-30
400.0,2058-10-03
